Date,USDPEN=X,Close
2022-12-31,3.7850000858306885,
2023-01-31,3.8380000591278076,
2023-02-28,3.799999952316284,
2023-03-31,3.752500057220459,
2023-04-30,3.7200000286102295,
2023-05-31,3.6700000762939453,
2023-06-30,3.61899995803833,
2023-07-31,3.5126171112060547,
2023-08-31,3.617511034011841,
2023-09-30,3.7850000858306885,
2023-10-31,3.818000078201294,
2023-11-30,3.7130000591278076,
2023-12-31,3.7009999752044678,
2024-01-31,3.811500072479248,
2024-02-29,3.7072579860687256,
2024-03-31,3.7170000076293945,
2024-04-30,3.752000093460083,
2024-05-31,3.746999979019165,
2024-06-30,3.7484641075134277,
2024-07-31,3.7320001125335693,
2024-08-31,3.746999979019165,
2024-09-30,3.7279999256134033,
2024-10-31,3.7709999084472656,
2024-11-30,3.6761419773101807,
2024-12-31,3.6690499782562256,
2025-01-31,3.7105000019073486,
2025-02-28,3.6740000247955322,
2025-03-31,3.528265953063965,
2025-04-30,3.6659998893737793,
2025-05-31,3.5715620517730713,
2025-06-30,3.478610038757324,
2025-07-31,3.568000078201294,
2025-08-31,3.481415033340454,
2025-09-30,,3.4795122085480714
2025-10-31,,3.451013860807036
2025-11-30,,3.479860172181432
2025-12-31,,3.326365074766958
2026-01-31,,3.456870365726132
2026-02-28,,3.4994483114710335
2026-03-31,,3.582183849826051
2026-04-30,,3.4348279835038853
2026-05-31,,3.4134038356720002
2026-06-30,,3.436046977955959
2026-07-31,,3.540660971802515
2026-08-31,,3.4973546822748767
2026-09-30,,3.4339797984132203
2026-10-31,,3.510975586724908
2026-11-30,,3.4802526537413647
2026-12-31,,3.544591334547119
2027-01-31,,3.4212612218142153
2027-02-28,,3.448898577818289
2027-03-31,,3.444141205241378
2027-04-30,,3.3650504814037494
2027-05-31,,3.4949458902255675
2027-06-30,,3.4923574087723583
2027-07-31,,3.47346390954719
2027-08-31,,3.4557693296198715
2027-09-30,,3.368604463070993
2027-10-31,,3.4420346053830415
2027-11-30,,3.447787419256749
2027-12-31,,3.4138627223731066
2028-01-31,,3.4611804045993835
2028-02-29,,3.5029132726581564
2028-03-31,,3.6123237543103643
2028-04-30,,3.485973685160192
2028-05-31,,3.492098680143137
2028-06-30,,3.4675908757179936
2028-07-31,,3.3314436871684663
2028-08-31,,3.4711291954125985
2028-09-30,,3.4775326012283583
2028-10-31,,3.6549217606490503
2028-11-30,,3.458886444663921
2028-12-31,,3.495346513520516
2029-01-31,,3.470524030881555
2029-02-28,,3.386815197453074
2029-03-31,,3.5574490560395517
2029-04-30,,3.5285937641655356
2029-05-31,,3.531480026836385
2029-06-30,,3.4059559010360614
2029-07-31,,3.5766400243300738
2029-08-31,,3.369602479159344
2029-09-30,,3.516407939364312
2029-10-31,,3.634784796066635
2029-11-30,,3.399965531249881
2029-12-31,,3.431282616186012
2030-01-31,,3.480442651556219
2030-02-28,,3.435920110969882
2030-03-31,,3.358617223159758
2030-04-30,,3.478147721841572
2030-05-31,,3.394667697842032
2030-06-30,,3.5080467975116023
2030-07-31,,3.405214990903198
2030-08-31,,3.5875018338694082
2030-09-30,,3.415267063011188
2030-10-31,,3.4493120136054474
2030-11-30,,3.5331398784577455
2030-12-31,,3.3822246368675386
2031-01-31,,3.489877417438687
2031-02-28,,3.5695790733567936
2031-03-31,,3.3544228131488163
2031-04-30,,3.4867160175190177
2031-05-31,,3.492270857026825
2031-06-30,,3.530800217419419
2031-07-31,,3.381775342216437
2031-08-31,,3.3756109774942566
2031-09-30,,3.5116159069296806
2031-10-31,,3.4950096995265514
2031-11-30,,3.491577695975847
